age,sleep_duration,heart_rate,work_hours,screen_time,physical_activity,stress_level
40,7.0,85.0,8.8,3.8,23.0,2
59,8.3,82.0,6.2,3.9,38.0,0
41,7.7,85.0,8.9,2.9,28.0,2
30,6.1,81.0,6.7,4.2,27.0,1
35,4.7,85.0,6.1,7.3,21.0,2
30,7.1,76.0,12.0,8.7,11.0,2
54,8.2,78.0,10.8,6.2,22.0,1
56,7.6,75.0,8.4,5.0,48.0,0
59,8.1,105.0,8.9,3.4,26.0,2
34,6.2,100.0,8.5,5.3,38.0,2
32,5.8,89.0,10.0,5.9,57.0,0
35,5.4,98.0,6.1,2.6,47.0,1
40,6.4,92.0,11.1,7.3,9.0,2
47,6.4,84.0,9.6,4.7,44.0,1
51,6.8,64.0,7.7,7.2,56.0,0
21,6.3,79.0,7.0,5.5,23.0,2
20,6.3,78.0,11.0,6.1,3.0,2
24,5.3,68.0,8.0,4.1,26.0,1
35,7.9,64.0,6.4,4.8,39.0,0
59,6.6,88.0,7.3,6.8,47.0,1
24,6.2,86.0,10.8,5.2,25.0,2
57,5.4,68.0,3.7,3.3,0.0,2
23,4.5,73.0,7.4,5.7,9.0,2
39,8.5,96.0,11.7,6.3,42.0,1
18,7.3,71.0,8.0,8.2,75.0,0
21,4.1,84.0,9.3,7.8,35.0,2
46,7.6,80.0,11.8,5.4,61.0,0
38,7.9,88.0,11.2,4.4,14.0,2
43,6.7,72.0,7.2,5.0,22.0,2
31,8.9,83.0,8.1,4.5,0.0,2
26,6.8,84.0,11.2,6.5,42.0,1
29,4.4,85.0,11.3,7.6,17.0,2
59,7.0,83.0,8.2,8.0,47.0,0
23,6.9,86.0,8.3,4.7,25.0,1
37,5.6,108.0,9.3,4.5,75.0,0
41,7.4,113.0,12.6,4.7,71.0,1
44,4.0,74.0,11.7,1.6,0.0,2
55,8.0,54.0,10.6,3.1,47.0,0
25,5.2,89.0,5.3,5.4,20.0,2
18,5.0,84.0,7.7,6.3,48.0,1
41,6.3,95.0,7.8,6.5,8.0,2
24,7.1,85.0,12.8,3.9,64.0,0
36,6.7,83.0,7.8,4.5,56.0,0
39,5.4,96.0,12.3,5.0,7.0,2
52,5.7,97.0,6.8,4.7,31.0,2
47,4.8,65.0,7.0,6.9,38.0,0
46,6.2,72.0,9.9,2.9,49.0,0
39,8.1,81.0,13.2,3.2,35.0,1
28,6.5,83.0,7.9,4.9,51.0,0
37,7.8,79.0,1.0,2.8,34.0,0
46,8.7,87.0,3.8,1.7,47.0,0
58,5.6,94.0,9.4,2.5,8.0,2
59,6.2,103.0,4.1,5.0,34.0,2
51,9.8,89.0,5.9,6.8,58.0,0
18,8.7,72.0,8.5,6.8,63.0,0
48,4.0,80.0,1.2,8.7,38.0,1
47,7.1,81.0,7.4,5.7,33.0,1
35,6.5,88.0,5.0,6.0,62.0,0
34,7.7,87.0,4.0,5.0,33.0,0
55,5.4,107.0,6.1,5.1,58.0,1
31,5.2,76.0,5.3,9.7,33.0,1
40,5.5,87.0,9.9,6.0,36.0,1
42,5.6,110.0,12.1,6.2,13.0,2
32,7.7,75.0,7.4,3.2,10.0,2
39,4.7,84.0,6.7,6.3,55.0,0
20,5.6,71.0,7.3,6.8,69.0,0
36,3.8,83.0,5.2,7.7,37.0,1
51,8.0,73.0,4.6,6.8,32.0,1
52,8.4,95.0,3.6,5.2,55.0,0
18,6.0,84.0,4.5,5.2,42.0,1
38,6.1,71.0,13.4,5.4,0.0,2
46,7.2,92.0,6.4,5.7,55.0,0
23,8.7,84.0,1.0,8.0,8.0,2
54,7.1,93.0,6.7,7.6,35.0,1
18,5.5,68.0,3.7,7.0,26.0,1
18,4.1,86.0,8.7,9.6,22.0,2
44,4.8,91.0,8.4,0.2,36.0,1
38,6.6,77.0,8.7,4.6,53.0,0
33,5.5,67.0,8.4,5.5,36.0,0
57,6.8,82.0,7.4,4.2,63.0,0
43,5.7,97.0,4.1,3.6,66.0,0
33,4.9,96.0,8.3,2.1,65.0,0
45,4.7,77.0,11.6,4.9,34.0,1
18,8.8,67.0,13.9,7.3,25.0,1
53,7.8,77.0,7.8,7.0,34.0,1
27,9.1,76.0,8.1,4.0,58.0,0
34,7.3,87.0,10.0,5.9,56.0,0
40,5.9,81.0,13.0,8.2,0.0,2
24,8.5,73.0,7.0,2.5,41.0,0
24,6.5,95.0,10.6,5.2,0.0,2
32,6.8,84.0,6.0,6.1,35.0,1
51,6.4,87.0,9.5,5.5,24.0,2
21,3.0,61.0,11.4,7.2,18.0,2
31,8.9,53.0,4.6,2.5,52.0,0
31,7.2,65.0,6.9,3.5,22.0,0
33,7.0,76.0,11.4,6.9,35.0,1
24,6.4,89.0,10.3,2.1,16.0,2
49,6.7,54.0,11.6,7.1,36.0,0
36,5.6,101.0,11.0,6.4,54.0,0
19,7.4,84.0,7.5,7.0,17.0,2
27,4.5,98.0,15.1,4.6,48.0,2
34,6.8,71.0,8.9,6.5,36.0,0
54,7.3,88.0,1.0,3.2,36.0,1
29,6.2,83.0,7.7,4.7,28.0,2
23,7.1,92.0,7.1,5.6,50.0,0
39,5.0,79.0,10.9,3.7,48.0,0
49,5.1,88.0,7.1,5.9,32.0,1
58,6.9,95.0,11.8,3.2,39.0,2
37,7.5,74.0,10.2,6.0,50.0,0
18,3.7,85.0,5.5,9.0,46.0,1
23,7.3,59.0,8.1,3.0,29.0,0
36,5.7,90.0,6.2,5.5,58.0,0
35,6.2,105.0,9.1,2.3,52.0,1
23,4.5,67.0,6.2,3.8,77.0,0
50,5.2,81.0,8.7,6.9,4.0,2
40,7.9,93.0,7.7,4.6,49.0,1
40,6.5,82.0,8.0,7.0,58.0,0
43,5.9,84.0,14.7,6.2,55.0,1
30,6.3,77.0,7.4,5.4,30.0,1
24,7.2,77.0,2.7,3.4,8.0,2
32,7.2,81.0,11.5,6.9,66.0,0
44,6.4,83.0,11.5,6.1,25.0,2
43,8.1,68.0,2.6,2.4,29.0,0
50,8.0,81.0,6.4,3.6,76.0,0
32,7.1,101.0,9.8,-0.0,10.0,2
53,6.6,77.0,10.1,2.8,51.0,0
44,7.5,67.0,8.5,4.9,20.0,1
22,7.0,80.0,8.6,3.4,19.0,2
19,8.1,73.0,5.7,3.8,38.0,0
50,7.8,66.0,1.3,8.3,49.0,0
33,5.0,84.0,14.6,7.6,54.0,1
40,4.9,73.0,5.6,4.1,57.0,0
55,5.4,75.0,9.0,7.1,21.0,1
33,8.0,84.0,8.0,7.9,12.0,2
31,4.1,64.0,11.2,6.7,28.0,1
46,7.1,61.0,8.8,6.1,42.0,0
43,7.0,90.0,9.0,7.7,31.0,1
52,8.2,59.0,1.0,7.0,0.0,1
32,6.8,70.0,6.0,3.1,0.0,2
20,4.5,60.0,10.7,5.1,30.0,1
40,5.1,76.0,10.5,4.4,52.0,0
46,4.7,87.0,5.6,7.8,17.0,2
51,5.7,83.0,3.8,4.3,50.0,0
50,6.2,111.0,8.9,4.0,5.0,2
58,4.8,95.0,1.0,7.6,40.0,1
58,8.7,71.0,5.1,6.0,40.0,0
40,4.5,68.0,13.8,9.7,44.0,1
24,8.5,114.0,12.8,3.8,15.0,2
20,8.3,95.0,10.0,4.5,4.0,2
49,7.8,89.0,9.4,7.7,50.0,1
48,5.5,83.0,2.6,2.9,4.0,2
35,7.0,85.0,6.3,8.1,20.0,2
24,4.6,64.0,7.6,3.1,63.0,0
58,7.9,84.0,6.3,6.7,38.0,1
18,6.4,83.0,7.4,1.8,42.0,1
31,5.9,71.0,12.4,5.6,47.0,0
49,4.7,76.0,6.9,2.8,47.0,1
23,3.0,100.0,7.5,9.4,35.0,2
56,4.9,80.0,10.7,3.4,17.0,2
27,8.2,107.0,4.2,3.8,89.0,0
24,5.9,61.0,6.0,6.6,29.0,1
43,6.2,76.0,6.3,4.3,42.0,0
51,7.5,63.0,8.7,6.9,44.0,0
47,9.2,67.0,7.5,4.1,24.0,1
53,8.5,72.0,7.6,3.9,26.0,1
38,5.0,86.0,6.5,5.4,65.0,0
34,3.6,85.0,5.3,3.1,20.0,2
50,10.0,74.0,10.3,6.3,43.0,0
27,9.9,55.0,7.5,7.3,53.0,0
59,6.8,100.0,10.4,6.6,31.0,2
29,4.6,79.0,5.2,6.8,33.0,1
33,7.9,69.0,6.5,1.7,54.0,0
58,6.3,85.0,7.8,4.6,32.0,1
49,6.3,84.0,8.1,5.0,0.0,2
32,7.8,78.0,10.8,8.4,65.0,0
44,7.0,84.0,7.2,4.3,15.0,2
45,4.7,68.0,10.7,0.9,39.0,0
34,6.0,91.0,9.6,3.5,9.0,2
19,7.5,70.0,8.2,4.2,25.0,1
53,7.3,75.0,5.6,1.2,26.0,1
24,6.9,90.0,10.8,7.4,38.0,1
30,7.9,96.0,5.7,2.4,17.0,1
32,6.0,101.0,8.4,6.4,75.0,0
42,6.8,95.0,8.3,3.3,35.0,1
40,3.0,78.0,7.9,8.5,53.0,0
39,5.8,64.0,7.3,4.9,35.0,0
43,7.6,99.0,6.0,4.5,55.0,0
50,5.9,98.0,3.6,6.6,0.0,2
28,5.8,74.0,12.7,3.5,21.0,2
27,4.9,93.0,7.0,6.7,25.0,2
42,8.0,78.0,8.1,4.5,24.0,1
54,7.3,100.0,8.1,4.3,45.0,1
55,7.7,76.0,11.8,5.3,47.0,1
58,3.9,106.0,14.3,3.3,34.0,2
41,6.3,91.0,9.0,5.1,34.0,2
57,6.1,104.0,8.0,6.2,84.0,0
50,6.1,76.0,5.1,0.9,41.0,0
34,5.6,87.0,4.2,7.7,0.0,2
41,6.0,70.0,3.2,7.1,50.0,0
54,7.8,92.0,6.1,1.8,46.0,0
19,3.6,93.0,2.2,1.5,58.0,0
49,9.2,111.0,11.7,7.2,47.0,2
41,7.2,88.0,9.8,7.0,17.0,2
26,6.4,91.0,7.7,6.7,53.0,1
21,7.9,76.0,11.8,2.6,37.0,1
34,4.3,88.0,5.3,9.2,56.0,0
34,5.5,77.0,6.0,4.0,66.0,0
47,6.3,83.0,2.7,6.0,33.0,1
57,8.5,84.0,10.8,6.0,53.0,0
28,6.4,78.0,6.1,8.7,56.0,0
38,7.2,83.0,8.5,5.8,38.0,1
38,5.6,77.0,11.5,6.3,74.0,0
35,7.2,77.0,12.6,5.3,56.0,0
46,9.0,95.0,8.4,3.1,23.0,2
41,8.0,84.0,9.7,0.9,40.0,0
27,6.4,86.0,5.8,5.6,52.0,0
34,7.5,65.0,13.6,2.7,73.0,0
35,7.4,87.0,8.0,6.2,47.0,1
59,7.3,88.0,8.7,5.8,41.0,1
37,8.2,77.0,7.3,5.7,60.0,0
54,8.2,107.0,12.1,3.4,31.0,2
35,6.3,55.0,9.1,7.6,15.0,1
34,7.5,91.0,10.8,6.4,49.0,1
26,5.9,91.0,9.6,3.1,27.0,2
31,5.1,88.0,7.8,9.6,89.0,0
46,6.1,84.0,11.3,5.1,40.0,1
48,6.4,89.0,9.5,2.8,49.0,0
21,4.0,92.0,5.6,4.0,22.0,2
35,7.8,73.0,5.5,2.5,60.0,0
37,3.0,86.0,8.9,8.2,34.0,2
26,10.6,80.0,11.2,7.7,33.0,1
30,8.8,69.0,13.4,7.0,33.0,1
32,6.1,91.0,3.2,6.6,9.0,2
44,6.5,75.0,8.6,8.0,30.0,1
32,7.0,64.0,10.0,5.0,46.0,0
45,5.6,76.0,9.4,6.3,4.0,2
54,6.8,72.0,11.5,3.9,55.0,0
36,6.3,94.0,10.5,5.2,30.0,2
43,6.4,84.0,5.5,6.4,40.0,1
43,6.8,99.0,5.5,0.0,0.0,2
42,4.5,74.0,9.4,4.3,39.0,0
43,6.6,92.0,11.5,5.8,14.0,2
43,6.7,116.0,8.9,5.3,28.0,2
45,6.7,86.0,3.8,4.6,4.0,2
35,6.2,92.0,5.4,6.7,17.0,2
49,8.2,90.0,10.6,4.1,32.0,1
20,6.0,65.0,7.5,3.1,30.0,0
19,6.8,89.0,8.9,7.9,53.0,0
50,8.4,86.0,11.7,7.6,0.0,2
59,6.4,79.0,4.9,4.3,34.0,1
36,6.8,71.0,7.3,5.4,33.0,0
34,6.4,90.0,6.9,7.2,26.0,2
50,8.4,70.0,9.6,5.6,17.0,1
29,6.1,108.0,10.8,6.6,57.0,1
20,8.4,83.0,4.1,6.5,76.0,0
43,6.3,67.0,8.5,4.9,1.0,2
52,5.2,76.0,11.1,6.5,17.0,2
25,7.5,79.0,2.9,3.6,15.0,1
53,6.0,111.0,8.3,6.3,29.0,2
24,7.4,71.0,4.9,5.4,60.0,0
53,3.0,81.0,6.6,4.8,46.0,1
33,6.5,76.0,1.0,3.0,32.0,0
41,5.8,88.0,12.7,5.8,35.0,2
18,4.9,76.0,7.4,5.6,29.0,1
42,5.7,68.0,6.1,3.8,50.0,0
27,5.6,80.0,9.5,2.3,52.0,0
33,6.4,78.0,5.4,2.2,47.0,0
33,4.4,75.0,5.1,5.0,0.0,2
25,7.0,76.0,13.0,6.1,35.0,1
46,8.5,96.0,13.9,9.2,31.0,2
56,6.9,78.0,6.7,5.4,55.0,0
45,7.7,68.0,11.7,2.2,40.0,0
23,8.1,76.0,9.6,5.1,46.0,0
33,8.4,83.0,4.3,8.0,25.0,1
37,9.3,66.0,5.7,4.1,54.0,0
33,5.8,102.0,13.2,7.7,60.0,1
24,5.4,92.0,4.2,5.9,2.0,2
58,7.7,99.0,15.3,6.8,9.0,2
31,7.6,87.0,6.8,9.2,50.0,0
43,7.7,57.0,13.2,1.8,32.0,0
43,9.3,100.0,7.6,7.3,56.0,1
31,6.5,72.0,10.9,5.3,40.0,1
24,7.1,73.0,12.7,3.6,49.0,0
50,5.0,84.0,12.7,5.3,20.0,2
43,9.7,99.0,6.7,8.9,42.0,1
37,6.0,95.0,5.9,8.2,42.0,1
20,6.0,93.0,8.3,1.5,21.0,2
21,6.0,78.0,4.6,4.0,55.0,0
43,5.5,78.0,9.2,7.4,0.0,2
28,5.4,86.0,6.0,5.5,39.0,1
19,5.7,80.0,11.7,5.5,9.0,2
31,4.5,93.0,6.8,2.4,15.0,2
47,5.3,92.0,3.3,4.0,55.0,0
29,9.4,89.0,12.7,2.8,13.0,2
43,7.6,52.0,9.1,2.2,12.0,1
50,7.9,84.0,8.6,3.0,47.0,0
30,8.3,81.0,11.8,3.6,13.0,2
31,9.3,84.0,11.1,4.0,55.0,0
41,3.8,73.0,6.2,3.8,48.0,0
51,4.7,66.0,7.2,7.5,19.0,1
43,5.3,88.0,5.2,3.7,55.0,0
38,5.8,78.0,4.1,8.4,0.0,2
45,6.0,89.0,10.2,4.5,44.0,1
53,5.8,74.0,9.7,6.4,10.0,2
57,6.8,99.0,10.8,6.4,25.0,2
19,6.6,94.0,12.3,3.7,26.0,2
59,5.4,86.0,10.8,4.8,61.0,0
26,3.2,79.0,11.1,4.5,25.0,2
40,5.0,92.0,2.3,6.2,33.0,1
32,5.7,87.0,7.6,5.2,26.0,2
30,6.1,85.0,11.4,4.0,15.0,2
40,4.8,95.0,5.0,5.7,14.0,2
34,5.8,99.0,8.8,6.2,41.0,2
19,4.8,67.0,10.1,9.2,34.0,1
37,6.3,69.0,9.8,5.6,50.0,0
37,4.9,73.0,9.6,5.5,30.0,1
20,5.2,64.0,10.3,6.4,31.0,1
29,4.5,81.0,9.0,3.6,50.0,0
57,6.3,89.0,4.1,2.0,28.0,0
19,5.2,82.0,10.0,4.9,6.0,2
53,7.9,76.0,9.4,7.6,52.0,0
31,7.1,96.0,4.2,8.0,21.0,2
33,6.4,84.0,12.6,1.7,36.0,1
36,5.3,86.0,10.1,6.8,22.0,2
51,7.1,96.0,4.4,1.1,16.0,2
23,7.5,81.0,6.0,6.4,0.0,2
30,6.7,107.0,6.8,6.3,42.0,1
53,8.9,77.0,6.8,2.1,0.0,2
39,7.2,106.0,9.4,7.5,61.0,1
35,7.9,70.0,5.6,9.0,56.0,0
29,6.7,88.0,11.9,5.4,17.0,2
47,7.5,74.0,11.6,5.8,67.0,0
57,5.3,95.0,10.4,8.5,76.0,0
24,5.8,76.0,8.6,3.2,30.0,1
49,7.0,85.0,11.3,3.3,43.0,1
36,7.0,74.0,7.7,3.8,38.0,0
23,7.3,93.0,6.3,5.6,65.0,0
37,8.2,74.0,12.1,5.6,7.0,2
44,4.4,102.0,9.5,4.4,30.0,2
54,5.0,70.0,6.4,4.9,53.0,0
24,6.8,66.0,7.2,4.4,51.0,0
22,5.4,93.0,6.3,4.5,34.0,1
28,11.6,75.0,14.6,4.0,63.0,0
32,7.3,82.0,8.5,4.0,40.0,1
20,6.4,78.0,9.0,1.5,37.0,0
22,5.7,66.0,10.7,5.1,49.0,0
40,5.8,81.0,4.9,1.6,34.0,1
54,6.5,97.0,11.8,7.0,36.0,2
26,6.7,94.0,6.7,4.4,19.0,2
32,5.8,85.0,14.0,5.3,94.0,0
20,6.1,95.0,7.6,4.8,26.0,2
46,8.5,69.0,11.6,5.0,50.0,0
23,8.6,78.0,1.0,8.0,73.0,0
34,6.9,87.0,5.0,2.8,8.0,2
43,4.5,80.0,7.6,2.3,47.0,0
38,7.3,79.0,2.4,5.7,35.0,0
25,8.8,68.0,10.3,4.5,71.0,0
38,8.6,57.0,9.4,6.2,17.0,1
28,7.6,92.0,5.5,6.9,20.0,2
55,8.6,85.0,8.5,3.3,34.0,1
25,6.6,93.0,10.9,6.7,25.0,2
59,7.4,77.0,2.2,3.5,26.0,1
41,5.5,73.0,4.7,5.6,76.0,0
52,6.9,82.0,7.5,3.0,38.0,1
31,8.5,92.0,8.6,5.8,19.0,2
31,5.6,79.0,8.3,5.5,27.0,1
27,5.2,92.0,11.2,3.3,43.0,1
29,6.6,70.0,9.9,2.8,42.0,0
55,6.2,80.0,10.6,7.0,23.0,2
51,7.5,81.0,4.3,4.6,2.0,2
58,5.8,97.0,8.9,7.5,34.0,2
27,9.1,84.0,7.6,4.4,33.0,1
34,4.6,103.0,12.9,8.1,22.0,2
34,8.4,66.0,9.0,3.6,61.0,0
20,5.4,84.0,6.5,8.4,46.0,1
48,3.8,84.0,11.1,5.8,38.0,2
18,6.9,89.0,10.2,6.3,28.0,2
29,6.1,72.0,6.0,3.5,70.0,0
56,4.8,102.0,7.5,7.0,12.0,2
21,4.0,82.0,7.5,7.0,25.0,2
59,6.5,69.0,12.2,4.9,26.0,1
30,8.0,82.0,9.1,1.2,41.0,1
51,7.4,78.0,10.7,3.3,48.0,0
59,6.6,115.0,7.0,3.3,8.0,2
38,7.2,95.0,9.5,6.4,21.0,2
39,6.5,83.0,12.4,4.6,44.0,1
21,4.4,81.0,7.4,4.6,22.0,2
35,4.4,93.0,8.8,4.4,27.0,2
22,6.2,94.0,4.4,8.4,38.0,1
36,6.3,50.0,6.2,5.6,15.0,1
19,7.8,90.0,7.5,5.9,41.0,1
29,7.6,82.0,5.3,4.3,47.0,1
34,7.4,66.0,12.5,5.4,36.0,0
27,6.1,93.0,6.0,3.5,64.0,0
51,4.4,109.0,10.9,6.2,50.0,2
23,7.1,89.0,9.1,3.2,34.0,1
25,7.3,95.0,8.6,7.0,29.0,2
28,3.0,104.0,13.0,4.0,70.0,1
29,5.2,72.0,1.7,7.4,22.0,1
26,5.5,60.0,7.9,9.3,30.0,1
19,6.7,90.0,5.3,5.5,27.0,1
25,5.3,79.0,2.6,8.1,43.0,0
28,6.4,66.0,4.9,7.0,80.0,0
53,6.2,81.0,8.6,2.6,40.0,0
27,6.3,91.0,6.3,5.7,29.0,2
38,5.4,80.0,11.2,6.5,39.0,1
37,5.5,73.0,7.9,6.7,9.0,2
25,4.9,79.0,7.5,5.9,31.0,1
53,7.1,82.0,7.5,5.8,69.0,0
46,7.4,59.0,8.2,5.5,48.0,0
59,5.3,80.0,7.2,5.8,60.0,0
29,8.8,66.0,5.9,3.1,55.0,0
31,6.0,90.0,11.5,5.0,21.0,2
38,8.8,63.0,6.6,2.6,73.0,0
39,5.5,94.0,7.3,4.5,0.0,2
38,3.5,77.0,9.8,4.3,42.0,1
47,7.1,75.0,9.5,4.2,0.0,2
56,6.9,86.0,5.8,3.4,1.0,2
37,6.6,72.0,10.8,6.0,54.0,0
41,5.5,85.0,10.1,4.9,21.0,2
40,6.4,73.0,9.0,4.7,60.0,0
24,5.7,75.0,7.2,2.7,0.0,2
26,6.0,87.0,7.3,4.9,33.0,2
18,7.8,68.0,7.9,7.8,11.0,1
43,6.8,67.0,4.8,7.8,28.0,0
55,7.4,85.0,8.4,6.2,66.0,0
55,6.2,82.0,11.2,4.9,71.0,0
39,6.0,84.0,11.1,6.6,45.0,1
27,4.8,86.0,7.4,4.2,3.0,2
23,5.9,83.0,11.7,4.9,11.0,2
34,3.0,89.0,14.2,4.0,38.0,2
55,5.6,83.0,7.6,7.3,19.0,2
41,6.4,58.0,10.6,7.1,48.0,0
27,7.3,61.0,1.7,5.4,69.0,0
25,6.1,105.0,4.7,9.0,15.0,2
38,7.0,82.0,8.8,6.3,17.0,2
23,3.2,93.0,5.5,6.2,11.0,2
38,6.4,78.0,14.6,6.0,30.0,2
56,4.0,81.0,10.3,3.0,36.0,1
41,4.7,77.0,11.4,3.7,35.0,1
50,6.2,112.0,8.4,5.4,53.0,1
35,8.4,85.0,5.5,5.4,43.0,1
45,7.1,76.0,6.9,6.7,34.0,1
49,6.5,62.0,9.3,4.2,36.0,0
29,6.5,106.0,6.6,5.6,37.0,2
59,5.4,80.0,10.5,5.7,34.0,1
44,5.7,91.0,10.6,5.8,21.0,2
27,7.1,92.0,8.5,5.5,11.0,2
59,4.4,76.0,3.0,2.7,38.0,1
49,7.4,90.0,13.6,1.0,25.0,2
59,5.9,75.0,7.9,3.6,46.0,0
43,7.7,70.0,16.0,4.4,36.0,1
42,7.9,96.0,10.5,3.1,35.0,1
28,4.0,80.0,7.9,5.4,55.0,0
40,5.6,88.0,9.8,7.7,7.0,2
51,5.2,87.0,2.4,7.0,70.0,0
57,3.8,90.0,11.6,6.4,0.0,2
40,5.0,63.0,16.0,7.5,64.0,0
46,10.2,75.0,2.2,3.7,39.0,0
48,7.4,78.0,7.6,4.6,25.0,1
24,9.4,72.0,8.2,6.7,6.0,1
57,7.7,87.0,11.1,4.6,23.0,2
50,5.4,96.0,14.8,4.7,32.0,2
38,5.9,98.0,9.6,9.2,39.0,2
19,7.4,78.0,14.9,5.7,64.0,0
35,7.2,86.0,9.0,9.0,36.0,1
50,5.6,87.0,9.9,1.9,41.0,1
54,4.2,89.0,9.5,4.2,42.0,2
51,11.4,71.0,12.2,6.3,28.0,1
37,6.3,104.0,7.2,5.7,31.0,2
52,6.0,93.0,11.0,1.4,33.0,2
35,6.7,93.0,4.8,5.0,48.0,1
41,6.1,96.0,7.6,10.4,17.0,2
25,6.7,88.0,6.6,6.0,25.0,2
47,8.4,70.0,8.8,6.7,42.0,0
27,6.3,80.0,7.6,4.2,13.0,2
40,4.8,62.0,11.9,6.0,37.0,1
28,6.3,87.0,5.9,5.5,24.0,1
19,5.8,80.0,3.3,7.7,45.0,0
43,8.6,82.0,4.4,7.7,62.0,0
53,8.3,96.0,11.5,6.3,24.0,2
50,6.7,77.0,5.6,5.6,50.0,0
30,4.6,79.0,9.7,2.1,39.0,1
57,4.7,82.0,7.6,2.1,27.0,1
42,6.5,60.0,11.0,5.7,35.0,0
21,7.0,79.0,7.8,7.2,61.0,0
59,5.9,52.0,16.0,8.2,32.0,1
36,5.8,75.0,14.2,3.7,61.0,0
35,5.6,92.0,7.6,2.5,33.0,1
54,6.5,87.0,7.1,7.4,7.0,2
47,3.0,75.0,16.0,3.9,32.0,2
36,4.8,82.0,5.3,2.3,5.0,2
40,5.6,69.0,8.3,4.5,29.0,1
33,8.3,82.0,8.6,4.5,28.0,1
18,5.3,117.0,8.5,8.1,71.0,0
29,6.8,104.0,3.3,7.2,67.0,1
41,6.8,83.0,10.0,4.0,37.0,1
51,8.4,84.0,5.6,8.3,59.0,0
25,8.4,70.0,12.8,5.8,27.0,1
35,6.4,72.0,4.1,7.6,6.0,2
22,5.8,86.0,8.7,8.2,46.0,1
43,5.5,76.0,1.9,5.0,42.0,0
47,6.1,93.0,2.0,6.6,16.0,2
30,5.8,101.0,6.0,4.7,17.0,2
36,7.3,86.0,6.4,7.4,54.0,0
46,7.1,83.0,12.9,5.7,1.0,2
20,7.4,62.0,8.4,7.4,46.0,0
43,8.4,91.0,12.4,8.5,29.0,2
57,9.3,68.0,7.4,6.6,46.0,0
29,6.7,77.0,10.3,5.3,55.0,0
19,8.1,94.0,6.3,5.3,18.0,2
28,6.0,94.0,6.1,0.0,12.0,2
45,8.3,76.0,3.0,4.1,64.0,0
35,8.1,77.0,9.5,7.4,34.0,1
30,8.0,74.0,9.3,7.4,42.0,0
54,6.6,68.0,10.8,4.0,53.0,0
39,5.5,74.0,9.1,5.8,16.0,2
29,4.4,63.0,14.6,5.1,53.0,0
19,6.4,90.0,9.0,6.9,48.0,1
54,8.8,87.0,11.5,9.9,64.0,1
24,6.0,89.0,7.5,6.9,64.0,0
43,7.7,71.0,5.8,4.2,36.0,0
43,7.8,68.0,10.7,5.3,50.0,0
41,6.1,83.0,8.2,8.3,36.0,2
29,8.5,83.0,11.0,2.7,38.0,1
33,3.0,80.0,9.6,4.3,12.0,2
40,4.7,79.0,6.1,6.9,31.0,1
57,5.1,103.0,11.7,8.1,0.0,2
26,5.3,87.0,5.9,6.7,32.0,1
49,7.0,106.0,10.4,4.3,61.0,0
32,6.9,97.0,12.3,6.6,51.0,1
54,7.1,102.0,7.3,6.3,37.0,2
30,7.4,69.0,12.0,6.2,31.0,1
22,5.1,89.0,9.7,5.3,24.0,2
28,4.7,77.0,11.1,5.6,17.0,2
27,7.1,62.0,6.0,3.7,51.0,0
30,5.6,100.0,9.1,10.5,4.0,2
58,4.1,78.0,4.3,5.8,4.0,2
32,8.0,69.0,13.6,6.6,53.0,0
59,8.6,77.0,2.5,5.1,39.0,0
24,8.8,72.0,7.4,7.2,36.0,0
57,6.8,74.0,5.7,2.9,39.0,0
45,7.4,79.0,10.5,2.0,75.0,0
49,8.6,103.0,14.3,5.4,36.0,2
52,5.5,74.0,10.5,9.6,41.0,0
32,8.2,102.0,16.0,7.9,76.0,0
53,6.9,92.0,4.4,3.9,34.0,1
38,7.9,87.0,4.6,6.5,70.0,0
23,6.8,91.0,5.8,4.2,0.0,2
18,8.4,82.0,8.9,6.4,12.0,2
21,6.8,97.0,5.4,6.5,22.0,2
28,4.3,89.0,6.2,7.4,47.0,1
43,8.7,62.0,10.4,2.4,70.0,0
54,5.1,86.0,4.8,3.0,23.0,1
40,8.4,91.0,5.1,5.3,55.0,0
46,6.4,79.0,7.3,3.4,80.0,0
38,8.3,84.0,7.6,3.3,66.0,0
44,8.2,75.0,11.5,6.0,27.0,1
56,7.1,65.0,5.8,3.7,52.0,0
57,7.3,63.0,6.3,10.0,42.0,0
30,7.1,64.0,10.2,4.4,22.0,1
40,3.5,90.0,10.9,5.0,44.0,1
33,6.7,52.0,12.8,6.1,26.0,0
47,4.8,74.0,9.9,2.5,37.0,0
21,6.8,73.0,8.9,6.5,7.0,2
57,4.8,79.0,10.2,6.2,-0.0,2
33,4.7,60.0,7.7,4.8,29.0,1
48,8.9,87.0,7.7,6.0,41.0,1
59,8.1,67.0,3.2,6.4,12.0,1
42,6.5,96.0,11.2,8.4,46.0,1
29,6.8,75.0,9.1,10.5,36.0,1
43,6.1,81.0,10.8,3.4,48.0,0
54,7.4,82.0,1.0,2.9,54.0,0
50,5.5,85.0,8.4,5.7,62.0,0
45,8.0,82.0,5.9,1.3,47.0,0
26,6.1,77.0,13.0,6.8,29.0,2
29,5.9,86.0,10.3,5.7,39.0,1
22,6.5,88.0,9.2,6.2,82.0,0
45,5.6,73.0,7.2,4.9,55.0,0
52,7.0,87.0,9.7,6.0,36.0,2
22,5.7,96.0,5.7,6.4,32.0,1
